task_description,task_category,task_required_skill,employer_id,employer_skill,match,required_skills_list,employer_skills_list
"this task involves developing a mobile development app skills needed kotlin,flutter,jv,react native",mobile development,"kotlin,fluttr,jv,react native",58edc685-f642-bbaf-4dde-1e2e8ebfc830,"java,scikitlarn,javascript",0,"['kotlin', 'fluttr', 'jv', 'react native']","['java', 'scikitlarn', 'javascript']"
"this task involves developing a web development app skills needed react,html,css",web development,"react,html,css",f3801285-7a2a-8e11-81c2-f77567b720a2,"kotlin,python,aws,trrform,html",0,"['react', 'html', 'css']","['kotlin', 'python', 'aws', 'trrform', 'html']"
"this task involves improving a game development app skills needed c,unity,unreal engine",game development,"c,unity,unreal engine",cd043833-b5c0-3eb1-ca5d-c575c2e04106,"nodjs,blender,sql,penetrtion testing",0,"['c', 'unity', 'unreal engine']","['nodjs', 'blender', 'sql', 'penetrtion testing']"
"this task involves designing a cybersecurity app skills needed networking,penetrtion testing,firewalls,encryption",cybersecurity,"ntworking,penetrtion testing,firewalls,encryption",c3d4409b-a65c-0925-513c-c0eae8b0517e,"swift,siem,sql",0,"['ntworking', 'penetrtion testing', 'firewalls', 'encryption']","['swift', 'siem', 'sql']"
"this task involves developing a cybersecurity app skills needed networking,penetrtion testing,firewlls,encryption",cybersecurity,"ntworking,pntrtion tsting,firewlls,encryption",37dd7483-f5cf-2739-df9e-2b2cee7ea3bf,"firewalls,siem,c,aws",0,"['ntworking', 'pntrtion tsting', 'firewlls', 'encryption']","['firewalls', 'siem', 'c', 'aws']"
"this task involves improving a mobile development app skills needed flutter,swift,java,react native",mobile development,"fluttr,swift,java,react native",f2cc6f5e-ea5b-77e2-fd41-73326ba4c3fd,"rect ntive,unity,numpy,networking",0,"['fluttr', 'swift', 'java', 'react native']","['rect ntive', 'unity', 'numpy', 'networking']"
"this task involves improving a cybersecurity app skills needed siem,penetrtion testing",cybersecurity,"siem,pntrtion tsting",334e663f-eb39-f9f8-8567-5464b61e9843,"rect ntive,java,html,penetration testing",0,"['siem', 'pntrtion tsting']","['rect ntive', 'java', 'html', 'penetration testing']"
"this tsk involves designing web development pp skills needed css,rect,nodejs",web development,"css,react,nodejs",338d89ef-d048-a179-c5aa-04a861a9609a,"ract nativ,css,python,terraform,siem",0,"['css', 'react', 'nodejs']","['ract nativ', 'css', 'python', 'terraform', 'siem']"
"this task involves designing a web development app skills needed javascript,html",web development,"javascript,html",50d45f2f-0e41-4e90-df9e-a0b64d740ff6,"react native,blender,kotlin,siem,python",0,"['javascript', 'html']","['react native', 'blender', 'kotlin', 'siem', 'python']"
"this task involves testing a mobile development app skills needed kotlin,jv,react native",mobile development,"kotlin,jv,react native",8f98547e-9d14-d40e-51fa-959f26a4c76f,"kubernetes,c,ract,firewalls,html",0,"['kotlin', 'jv', 'react native']","['kubernetes', 'c', 'ract', 'firewalls', 'html']"
"this task involves improving a devops app skills needed terraform,aws,cicd",devops,"terraform,aws,cicd",fe804bd1-303e-466f-7f6c-8a4e2dfe0591,"dockr,numpy,c,flutter",0,"['terraform', 'aws', 'cicd']","['dockr', 'numpy', 'c', 'flutter']"
"this task involves designing a mobile development app skills needed java,rect ntive,flutter",mobile development,"java,rct ntiv,flutter",845b9f6c-02f6-aee1-ed32-2564d6c21086,"fluttr,react native,css,scikitlern",1,"['java', 'rct ntiv', 'flutter']","['fluttr', 'react native', 'css', 'scikitlern']"
"this task involves improving a devops app skills needed cicd,terrform,docker,kubernetes",devops,"cicd,trrform,dockr,kubernetes",6085edd2-f809-5ef3-719b-4a1357264a86,"penetration testing,css,scikitlearn",0,"['cicd', 'trrform', 'dockr', 'kubernetes']","['penetration testing', 'css', 'scikitlearn']"
"this task involves improving a web development app skills needed css,nodejs,rect",web development,"css,nodejs,rect",b5ec9de2-6225-c2f4-3fa1-73540a31d8f6,"pnds,blender,unity",0,"['css', 'nodejs', 'rect']","['pnds', 'blender', 'unity']"
"this tsk involves developing cybersecurity pp skills needed networking,siem",cybersecurity,"ntworking,siem",6e44ae64-ec88-3eaf-062f-5cce7c8045e9,"firewalls,scikitlearn,pntrtion tsting,aws,java",0,"['ntworking', 'siem']","['firewalls', 'scikitlearn', 'pntrtion tsting', 'aws', 'java']"
"this tsk involves developing cybersecurity pp skills needed siem,firewlls",cybersecurity,"siem,firewalls",6a563b02-a469-64b0-27cb-1b0f87debe7b,"html,terraform,ract,javascript,pandas",0,"['siem', 'firewalls']","['html', 'terraform', 'ract', 'javascript', 'pandas']"
"this task involves developing a game development app skills needed unreal engine,blender",game development,"unreal engine,blender",04fcc20d-3192-5843-2bf3-ef553ed9f4eb,"css,rect ntive,javascript,nodejs,numpy",0,"['unreal engine', 'blender']","['css', 'rect ntive', 'javascript', 'nodejs', 'numpy']"
"this tsk involves testing dt science pp skills needed numpy,python,scikitlern",data science,"numpy,python,scikitlearn",a486b656-f944-1d53-9db6-a4b024a59994,"cicd,react native,unrel engine,firewalls",0,"['numpy', 'python', 'scikitlearn']","['cicd', 'react native', 'unrel engine', 'firewalls']"
"this task involves developing a cybersecurity app skills needed networking,encryption,siem",cybersecurity,"networking,encryption,siem",962e8b73-0efa-a3ef-7147-bb6cb37f3b13,"scikitlern,unity,flutter,unrel engine",0,"['networking', 'encryption', 'siem']","['scikitlern', 'unity', 'flutter', 'unrel engine']"
"this tsk involves developing gme development pp skills needed c,c,blender,unreal engine",gme development,"c,c,blender,unreal engine",b67c0400-348d-5a9f-1bbd-a10cdc26e2fd,"kubrnts,python,unral engin,networking",0,"['c', 'c', 'blender', 'unreal engine']","['kubrnts', 'python', 'unral engin', 'networking']"
"this task involves developing a cybersecurity app skills needed firewalls,penetration testing",cybersecurity,"firewalls,penetration testing",9b65dfdf-1da7-d659-a22e-92d976fdaa41,"html,cicd,scikitlearn,swift,jv",0,"['firewalls', 'penetration testing']","['html', 'cicd', 'scikitlearn', 'swift', 'jv']"
"this task involves developing a data science app skills needed numpy,pandas,sql,scikitlearn",data science,"numpy,pandas,sql,scikitlarn",b2bcc7db-9002-f135-b65c-7f4cb56a68f9,"penetrtion testing,nodejs,unreal engine,flutter",0,"['numpy', 'pandas', 'sql', 'scikitlarn']","['penetrtion testing', 'nodejs', 'unreal engine', 'flutter']"
"this task involves testing a game development app skills needed c,c,unrel engine",game development,"c,c,unrl engin",066095ea-e119-41d1-4e57-13c6c61ce4c0,"networking,kubernetes,siem",0,"['c', 'c', 'unrl engin']","['networking', 'kubernetes', 'siem']"
"this tsk involves improving dt science pp skills needed scikitlearn,numpy,pnds",data science,"scikitlearn,numpy,pandas",06c5751b-1cf3-9a23-594a-5ed1ee6af300,"scikitlrn,kubernetes,numpy,unral engin",1,"['scikitlearn', 'numpy', 'pandas']","['scikitlrn', 'kubernetes', 'numpy', 'unral engin']"
"this tsk involves testing gme development pp skills needed blender,c",game development,"blender,c",49e84735-9efd-5dee-71a9-1b6eb1980bbf,"kotlin,jvscript,html,siem",0,"['blender', 'c']","['kotlin', 'jvscript', 'html', 'siem']"
"this task involves designing a mobile development app skills needed kotlin,java,rect ntive",mobile development,"kotlin,java,rect ntive",b46af9be-8b65-ebb0-e018-5908eed9e724,"encryption,penetration testing,react",0,"['kotlin', 'java', 'rect ntive']","['encryption', 'penetration testing', 'react']"
"this tsk involves developing dt science pp skills needed python,numpy,scikitlearn,pnds",data science,"python,numpy,scikitlearn,pnds",2dcb715c-beeb-1f3d-da5b-a0eaa6d7bd33,"blender,python,c",0,"['python', 'numpy', 'scikitlearn', 'pnds']","['blender', 'python', 'c']"
"this tsk involves developing cybersecurity pp skills needed firewlls,siem,networking",cybersecurity,"firewalls,siem,ntworking",6eb2f1fd-6efd-fa75-0eb8-25e50d19fa2e,"python,javascript,trraform,siem",0,"['firewalls', 'siem', 'ntworking']","['python', 'javascript', 'trraform', 'siem']"
"this tsk involves testing gme development pp skills needed c,c",game development,"c,c",62e4482b-3275-dbff-8134-cba2552bdce1,"java,encryption,penetration testing",0,"['c', 'c']","['java', 'encryption', 'penetration testing']"
"this tsk involves developing gme development pp skills needed blender,unity,unrel engine",game development,"blender,unity,unral engin",1008b960-a789-ed64-d824-066b68025415,"networking,java,python,swift",0,"['blender', 'unity', 'unral engin']","['networking', 'java', 'python', 'swift']"
"this task involves designing a cybersecurity app skills needed penetration testing,firewalls",cybersecurity,"penetration testing,firewalls",ea588a41-12de-515a-d6d8-f05b9f5e8912,"html,terrform,c,javascript",0,"['penetration testing', 'firewalls']","['html', 'terrform', 'c', 'javascript']"
"this tsk involves testing cybersecurity pp skills needed networking,penetrtion testing,encryption,siem",cybersecurity,"networking,pntration tsting,encryption,siem",7cbbd562-af6f-c65c-a645-60f9d141fcea,"unreal engine,blender,encryption",0,"['networking', 'pntration tsting', 'encryption', 'siem']","['unreal engine', 'blender', 'encryption']"
"this tsk involves developing gme development pp skills needed blender,c,c",game development,"blender,c,c",caaa5df8-8109-cb27-df00-8bec07899b1d,"penetration testing,c,numpy,firewalls",0,"['blender', 'c', 'c']","['penetration testing', 'c', 'numpy', 'firewalls']"
"this task involves developing a web development app skills needed html,react",web development,"html,react",33fb1470-7089-aab6-1441-79cd631495c4,"kubrnts,firwlls,css",0,"['html', 'react']","['kubrnts', 'firwlls', 'css']"
"this task involves improving a game development app skills needed unity,c,c",game development,"unity,c,c",0606a769-3987-2e15-a12d-862817424675,"c,javascript,encryption",0,"['unity', 'c', 'c']","['c', 'javascript', 'encryption']"
"this task involves improving a cybersecurity app skills needed encryption,firewlls,networking,penetration testing",cybersecurity,"encryption,firewlls,ntworking,pntration tsting",bf199576-18dc-f219-a2d9-e0556cceace3,"ntworking,docker,terraform",0,"['encryption', 'firewlls', 'ntworking', 'pntration tsting']","['ntworking', 'docker', 'terraform']"
"this tsk involves developing devops pp skills needed cicd,ws",devops,"cicd,ws",81241782-d122-4f2f-ff39-4d5116aa0cd0,"css,blndr,firwalls,pandas",0,"['cicd', 'ws']","['css', 'blndr', 'firwalls', 'pandas']"
"this task involves designing a data science app skills needed pandas,python,numpy",data science,"pandas,python,numpy",21c11fd8-4711-e25c-4ea3-eaaf0bcd5802,"firewalls,pandas,terrform",0,"['pandas', 'python', 'numpy']","['firewalls', 'pandas', 'terrform']"
"this task involves improving a data science app skills needed numpy,scikitlern",data science,"numpy,scikitlrn",09b05bd9-a849-13dd-1442-34c67e98a84c,"flutter,html,blender,siem,firewalls",0,"['numpy', 'scikitlrn']","['flutter', 'html', 'blender', 'siem', 'firewalls']"
"this tsk involves designing devops pp skills needed ws,docker",devops,"aws,docker",18191d13-bc93-5f26-17b2-f0d814d6528a,"c,cicd,kubrnts,scikitlern,pnds",0,"['aws', 'docker']","['c', 'cicd', 'kubrnts', 'scikitlern', 'pnds']"
"this tsk involves designing dt science pp skills needed scikitlearn,python,pnds",dt science,"scikitlarn,python,pandas",131be71b-74af-f011-29b4-6be3818326d2,"sql,kubernetes,c",0,"['scikitlarn', 'python', 'pandas']","['sql', 'kubernetes', 'c']"
"this task involves designing a devops app skills needed kubernetes,terraform,docker,cicd",devops,"kubernetes,terraform,docker,cicd",52457719-55a1-3099-b68e-8cde6358ed5c,"html,terraform,javascript,networking,scikitlearn",0,"['kubernetes', 'terraform', 'docker', 'cicd']","['html', 'terraform', 'javascript', 'networking', 'scikitlearn']"
"this tsk involves improving mobile development pp skills needed swift,kotlin,rect ntive,jv",mobile development,"swift,kotlin,react native,java",6262f702-281e-cbc7-ad20-f18a6dd4e276,"swift,terraform,unity",0,"['swift', 'kotlin', 'react native', 'java']","['swift', 'terraform', 'unity']"
"this task involves testing a mobile development app skills needed java,flutter",mobile development,"java,fluttr",3c177e32-9e4e-4340-8e64-eb455cf34396,"python,encryption,jvscript,react",0,"['java', 'fluttr']","['python', 'encryption', 'jvscript', 'react']"
"this task involves designing a devops app skills needed terrform,kubernetes,ws",devops,"terrform,kubernetes,ws",ecc44fd1-5d10-8286-8137-8510d7e8f592,"unral engin,cicd,react native,networking,firewalls",0,"['terrform', 'kubernetes', 'ws']","['unral engin', 'cicd', 'react native', 'networking', 'firewalls']"
"this task involves improving a web development app skills needed html,javascript",web development,"html,javascript",359687d0-1bac-4f49-fe79-3e3d9cad3c49,"kotlin,pntrtion tsting,kubernetes,encryption,python",0,"['html', 'javascript']","['kotlin', 'pntrtion tsting', 'kubernetes', 'encryption', 'python']"
"this tsk involves developing mobile development pp skills needed kotlin,flutter",mobile development,"kotlin,flutter",c0570730-658a-e490-b4c8-829ab321d2a2,"react,trraform,java,flutter,react native",0,"['kotlin', 'flutter']","['react', 'trraform', 'java', 'flutter', 'react native']"
"this task involves testing a data science app skills needed pandas,numpy,python,sql",dt science,"pandas,numpy,python,sql",407f24b6-a23a-b1d7-6ca6-d13c090d9cdb,"firwalls,java,blender",0,"['pandas', 'numpy', 'python', 'sql']","['firwalls', 'java', 'blender']"
"this task involves developing a data science app skills needed sql,scikitlearn",data science,"sql,scikitlearn",bd3b9982-ba05-453d-4071-d26d00a5272d,"pandas,blender,swift",0,"['sql', 'scikitlearn']","['pandas', 'blender', 'swift']"
"this tsk involves improving devops pp skills needed ws,docker",devops,"ws,docker",c031b567-dcb4-b31d-32d2-963fd9384410,"c,kubernetes,scikitlarn",0,"['ws', 'docker']","['c', 'kubernetes', 'scikitlarn']"
"this task involves improving a cybersecurity app skills needed penetration testing,encryption,networking",cybersecurity,"pntration tsting,encryption,networking",4a436507-70ea-6e8d-9e43-bb1afe0baaa0,"c,java,ws,c",0,"['pntration tsting', 'encryption', 'networking']","['c', 'java', 'ws', 'c']"
"this tsk involves developing dt science pp skills needed scikitlern,python",data science,"scikitlearn,python",75abd5fd-5b01-54b7-27ad-5314e8bb1d77,"jv,c,firwalls",0,"['scikitlearn', 'python']","['jv', 'c', 'firwalls']"
"this task involves testing a mobile development app skills needed flutter,kotlin",mobile development,"flutter,kotlin",a0ddacd6-f35c-e023-6c52-9b8b7a75d6a7,"siem,docker,sql,unity,python",0,"['flutter', 'kotlin']","['siem', 'docker', 'sql', 'unity', 'python']"
"this task involves improving a data science app skills needed pandas,python,sql,numpy",data science,"pandas,python,sql,numpy",dc335db9-792e-7c77-5d79-863b7f3cbce1,"c,cicd,numpy",0,"['pandas', 'python', 'sql', 'numpy']","['c', 'cicd', 'numpy']"
"this task involves designing a cybersecurity app skills needed penetrtion testing,firewalls,encryption,networking",cybersecurity,"pntrtion tsting,firewalls,encryption,networking",3fd05512-ce65-fbd9-956b-d9d0d557a0e2,"dockr,encryption,firwlls",1,"['pntrtion tsting', 'firewalls', 'encryption', 'networking']","['dockr', 'encryption', 'firwlls']"
"this task involves developing a web development app skills needed javascript,react",web development,"javascript,ract",63a7969b-ad0a-cd67-f14f-56953d530e67,"jvscript,dockr,rect,numpy,pandas",1,"['javascript', 'ract']","['jvscript', 'dockr', 'rect', 'numpy', 'pandas']"
"this task involves improving a devops app skills needed kubernetes,aws",devops,"kubrnts,aws",a022d1a1-2504-0244-5c08-c83616cc972e,"c,firwalls,css,react native,pandas",0,"['kubrnts', 'aws']","['c', 'firwalls', 'css', 'react native', 'pandas']"
"this task involves testing a data science app skills needed pandas,scikitlearn,sql",data science,"pandas,scikitlarn,sql",f3ff3236-435a-f202-6d4f-6b12a67a5bfb,"jv,unreal engine,rect,sql,siem",0,"['pandas', 'scikitlarn', 'sql']","['jv', 'unreal engine', 'rect', 'sql', 'siem']"
"this task involves developing a data science app skills needed pandas,python,sql,numpy",dt science,"pandas,python,sql,numpy",86012ecc-347c-6437-2431-cc24ed0175d7,"nodejs,sql,blndr,c",0,"['pandas', 'python', 'sql', 'numpy']","['nodejs', 'sql', 'blndr', 'c']"
